outer_fold,n_outer_train_trials,n_outer_test_trials,n_outer_train_sessions,n_outer_test_sessions,best_lstm_units,best_dense_units,best_dropout,best_learning_rate,best_batch_size,final_epochs,outer_train_max_len,test_mse,test_rmse,test_mae,test_r2
2,626,214,12,4,128,32,0.3,0.01,64,41,30,5.479755878448486,2.340887839783975,1.651218056678772,0.17425531148910522
