x,ecdf_true,ecdf_pred,signed_gap_true_minus_pred,abs_gap
0.3609197437763214,0.0,0.0012048192771084338,-0.0012048192771084338,0.0012048192771084338
0.9629877209663392,0.0,0.0024096385542168677,-0.0024096385542168677,0.0024096385542168677
1.1886578798294067,0.0,0.0036144578313253013,-0.0036144578313253013,0.0036144578313253013
1.2407983541488647,0.0,0.004819277108433735,-0.004819277108433735,0.004819277108433735
1.2459183931350708,0.0,0.006024096385542169,-0.006024096385542169,0.006024096385542169
1.2664200067520142,0.0,0.007228915662650603,-0.007228915662650603,0.007228915662650603
1.299432396888733,0.0,0.008433734939759036,-0.008433734939759036,0.008433734939759036
1.35662043094635,0.0,0.00963855421686747,-0.00963855421686747,0.00963855421686747
1.472422480583191,0.0,0.010843373493975903,-0.010843373493975903,0.010843373493975903
1.5915828943252563,0.0,0.012048192771084338,-0.012048192771084338,0.012048192771084338
1.606701135635376,0.0,0.01325301204819277,-0.01325301204819277,0.01325301204819277
1.62591290473938,0.0,0.014457831325301205,-0.014457831325301205,0.014457831325301205
1.6975125074386597,0.0,0.01566265060240964,-0.01566265060240964,0.01566265060240964
1.7150464057922363,0.0,0.016867469879518072,-0.016867469879518072,0.016867469879518072
1.734047532081604,0.0,0.018072289156626505,-0.018072289156626505,0.018072289156626505
1.7415934801101685,0.0,0.01927710843373494,-0.01927710843373494,0.01927710843373494
1.7846471071243286,0.0,0.020481927710843374,-0.020481927710843374,0.020481927710843374
1.799224853515625,0.0,0.021686746987951807,-0.021686746987951807,0.021686746987951807
1.841866970062256,0.0,0.02289156626506024,-0.02289156626506024,0.02289156626506024
1.8574291467666624,0.0,0.024096385542168676,-0.024096385542168676,0.024096385542168676
1.8894180059432983,0.0012048192771084338,0.024096385542168676,-0.022891566265060243,0.022891566265060243
1.891477108001709,0.0024096385542168677,0.024096385542168676,-0.021686746987951807,0.021686746987951807
1.8941848278045657,0.0024096385542168677,0.02530120481927711,-0.02289156626506024,0.02289156626506024
1.9041510820388792,0.0024096385542168677,0.02650602409638554,-0.024096385542168672,0.024096385542168672
1.9231276512145996,0.0036144578313253013,0.02650602409638554,-0.02289156626506024,0.02289156626506024
1.9429341554641724,0.0036144578313253013,0.027710843373493974,-0.024096385542168672,0.024096385542168672
1.9434434175491333,0.004819277108433735,0.027710843373493974,-0.02289156626506024,0.02289156626506024
1.944543719291687,0.006024096385542169,0.027710843373493974,-0.021686746987951804,0.021686746987951804
1.973299503326416,0.007228915662650603,0.027710843373493974,-0.02048192771084337,0.02048192771084337
1.998684883117676,0.008433734939759036,0.027710843373493974,-0.019277108433734938,0.019277108433734938
2.002713680267334,0.008433734939759036,0.02891566265060241,-0.020481927710843374,0.020481927710843374
2.0029735565185547,0.00963855421686747,0.02891566265060241,-0.019277108433734938,0.019277108433734938
2.006932020187378,0.010843373493975903,0.02891566265060241,-0.01807228915662651,0.01807228915662651
2.0107290744781494,0.012048192771084338,0.02891566265060241,-0.016867469879518072,0.016867469879518072
2.020087718963623,0.012048192771084338,0.030120481927710843,-0.018072289156626505,0.018072289156626505
2.024846076965332,0.01325301204819277,0.030120481927710843,-0.016867469879518072,0.016867469879518072
2.0407440662384033,0.01325301204819277,0.03132530120481928,-0.01807228915662651,0.01807228915662651
2.044722557067871,0.014457831325301205,0.03132530120481928,-0.016867469879518072,0.016867469879518072
2.0462467670440674,0.014457831325301205,0.03253012048192771,-0.018072289156626502,0.018072289156626502
2.0515899658203125,0.01566265060240964,0.03253012048192771,-0.01686746987951807,0.01686746987951807
2.056918144226074,0.016867469879518072,0.03253012048192771,-0.015662650602409636,0.015662650602409636
