metric,score_column,score_value,session_id,trial_id,outer_fold,y_true,y_pred,abs_error,source_dir
lowest_true_performance_score,y_true,1.8894180059432983,c488b456-7651-4424-8cc9-8f81ed92e0e2,c488b456-7651-4424-8cc9-8f81ed92e0e2__vr2256__eeg1432__row627,2,1.8894180059432983,4.387964248657227,2.498546242713928,outer_fold_2
highest_true_performance_score,y_true,16.089902877807617,74500da8-b16d-48c9-a573-2b507d395bbb,74500da8-b16d-48c9-a573-2b507d395bbb__vr127__eeg127__row300,4,16.089902877807617,14.521471977233888,1.5684309005737287,outer_fold_4
lowest_predicted_performance_score,y_pred,0.3609197437763214,3e4a23a8-c0e7-4ce7-ae53-eeaf9f4c0fd5,3e4a23a8-c0e7-4ce7-ae53-eeaf9f4c0fd5__vr1800__eeg1104__row175,3,11.66103172302246,0.3609197437763214,11.300111979246138,outer_fold_3
highest_predicted_performance_score,y_pred,16.16653823852539,ad87efc0-28f6-4acc-8ec2-a5f449e974bc,ad87efc0-28f6-4acc-8ec2-a5f449e974bc__vr159__eeg158__row413,1,12.291631698608398,16.16653823852539,3.874906539916992,outer_fold_1
