metric,performance,session_id,vr_id,eeg_id,test_version,elapsed_time_sec,vr_start_stamp,vr_end_stamp,expected_rotation_norm,obj_size_norm,difficulty_denominator
lowest_performance,1.2156416573348263,c488b456-7651-4424-8cc9-8f81ed92e0e2,2259,1436,2,2.056,2025-04-02 22:46:36.953,2025-04-02 22:46:39.009,0.9412878787878788,0.75,1.691287878787879
highest_performance,53.60320543293718,52c3627d-635c-44b0-8eca-f1a6c372019d,64,63,2,59.796,2025-03-30 17:25:48.453,2025-03-30 17:26:48.249,0.8446969696969697,0.2708333333333333,1.115530303030303
