outer_fold,n_outer_train_trials,n_outer_test_trials,n_outer_train_sessions,n_outer_test_sessions,best_lstm_units,best_dense_units,best_dropout,best_learning_rate,best_batch_size,final_epochs,outer_train_max_len,test_mse,test_rmse,test_mae,test_r2
3,636,204,12,4,128,32,0.3,0.01,64,8,30,9.72241497039795,3.118078730628518,2.175440788269043,0.018740057945251465
