outer_fold,n_outer_train_trials,n_outer_test_trials,n_outer_train_sessions,n_outer_test_sessions,best_lstm_units,best_dense_units,best_dropout,best_learning_rate,best_batch_size,final_epochs,outer_train_max_len,test_mse,test_rmse,test_mae,test_r2
4,622,218,11,5,1024,256,0.4,0.0001,128,93,30,2.051453113555908,1.4322894657002503,1.0510936975479126,0.695105791091919
