lstm_units,dense_units,dropout,learning_rate,batch_size,mean_inner_val_loss,median_best_epoch
1024,256,0.4,0.0001,128,3.088371435801188,231
1024,128,0.4,0.0001,128,3.0976189374923706,196
512,128,0.4,0.0001,128,3.3546646436055503,203
512,256,0.4,0.0001,128,3.3766024112701416,203
1024,128,0.2,0.0001,128,3.3832310835520425,145
1024,256,0.2,0.0001,128,3.4296442667643228,191
512,128,0.2,0.0001,128,3.514356255531311,266
512,256,0.2,0.0001,128,3.5914849440256753,260
