timestamp,tp9,af7,af8,tp10,hr
1732551762.581,-1000.000,-1000.000,439.941,-870.117,0.000
1732551762.584,-1000.000,-1000.000,248.047,262.207,0.000
1732551762.588,-999.512,-1000.000,536.621,-1000.000,0.000
1732551762.592,-1000.000,-1000.000,828.125,-486.816,0.000
1732551762.596,-982.422,-995.117,608.887,933.105,0.000
1732551762.600,-964.355,-1000.000,641.113,-869.629,0.000
1732551762.604,-972.656,-958.496,695.801,-392.578,0.000
1732551762.608,-917.480,-891.113,935.059,-392.090,0.000
1732551762.612,-921.875,-974.121,977.051,-916.992,0.000
1732551762.616,-883.301,-1000.000,954.590,960.449,0.000
1732551762.620,-784.180,-955.566,818.359,936.523,0.000
1732551762.623,-797.852,-876.465,720.215,976.562,0.000
1732551762.627,-756.348,-959.473,747.559,968.262,0.000
1732551762.631,-780.762,-1000.000,739.746,968.262,0.000
1732551762.635,-944.824,-995.117,782.715,968.262,0.000
1732551762.639,-957.520,-829.590,706.543,968.262,0.000
1732551762.643,-856.934,-843.262,673.340,968.262,0.000
1732551762.647,-884.766,-1000.000,794.922,906.738,0.000
1732551762.651,-978.027,-1000.000,704.102,-833.496,0.000
1732551762.655,-1000.000,-803.223,697.754,52.246,0.000
1732551762.659,-997.559,-729.980,940.430,-259.766,0.000
1732551762.662,-1000.000,-954.102,817.383,996.582,0.000
1732551762.666,-1000.000,-1000.000,308.594,-818.359,0.000
1732551762.670,-1000.000,-818.359,123.535,-25.879,0.000
1732551762.674,-1000.000,-666.016,89.355,-455.566,0.000
1732551762.678,-1000.000,-882.812,393.555,920.898,0.000
1732551762.682,-1000.000,-1000.000,650.391,-811.523,0.000
1732551762.686,-1000.000,-896.973,309.570,195.801,0.000
1732551762.690,-1000.000,-637.695,307.129,-950.195,0.000
1732551762.694,-1000.000,-785.156,349.121,358.398,0.000
1732551762.698,-1000.000,-1000.000,435.059,-753.906,0.000
1732551762.702,-997.070,-977.539,762.695,513.672,0.000
1732551762.705,-1000.000,-746.582,894.531,-1000.000,0.000
1732551762.709,-978.027,-742.676,551.270,-292.480,0.000
1732551762.713,-913.574,-992.676,434.082,-879.883,0.000
1732551762.717,-955.078,-1000.000,295.898,949.707,0.000
1732551762.721,-1000.000,-790.039,282.715,-606.934,0.000
1732551762.725,-1000.000,-806.641,747.070,-424.805,0.000
1732551762.729,-933.594,-996.582,901.367,-985.840,0.000
1732551762.733,-832.520,-1000.000,578.125,-863.770,0.000
1732551762.737,-865.723,-928.223,284.668,-28.320,0.000
1732551762.741,-824.707,-787.109,311.523,-968.750,0.000
1732551762.745,-777.344,-911.621,659.668,494.629,0.000
1732551762.748,-838.379,-1000.000,946.289,-767.578,0.000
1732551762.752,-899.902,-965.332,865.723,180.176,0.000
1732551762.756,-863.770,-817.383,781.738,-1000.000,0.000
1732551762.760,-714.355,-885.254,614.746,-270.508,0.000
1732551762.764,-655.762,-1000.000,542.480,-796.387,0.000
1732551762.768,-830.078,-1000.000,689.941,284.668,0.000
1732551762.772,-919.434,-938.477,854.980,-1000.000,0.000
1732551762.776,-688.965,-924.805,703.613,-293.945,0.000
1732551762.780,-542.969,-999.023,624.023,-913.086,0.000
1732551762.784,-626.953,-1000.000,645.508,915.039,0.000
1732551762.787,-759.277,-906.250,729.980,-681.641,0.000
1732551762.791,-753.418,-810.059,849.609,-691.406,0.000
1732551762.795,-689.453,-961.914,984.863,866.211,0.000
1732551762.799,-651.367,-1000.000,820.312,-810.059,0.000
1732551762.803,-709.473,-940.430,558.594,24.414,0.000
1732551762.807,-676.758,-804.199,476.074,-982.910,0.000
1732551762.811,-547.852,-900.879,572.754,411.621,0.000
1732551762.815,-687.012,-1000.000,937.012,-735.840,0.000
1732551762.819,-791.016,-924.316,777.832,285.156,0.000
1732551762.823,-628.906,-634.766,394.531,-1000.000,0.000
1732551762.827,-534.180,-706.055,540.039,30.273,0.000
1732551762.830,-466.797,-1000.000,652.344,-885.254,0.000
1732551762.834,-557.617,-933.594,577.148,-960.449,0.000
1732551762.838,-653.809,-583.496,677.246,-339.355,0.000
1732551762.842,-591.797,-502.930,873.535,-350.586,0.000
1732551762.846,-520.996,-804.688,953.613,-966.797,0.000
1732551762.850,-553.223,-865.234,939.453,-844.727,0.000
1732551762.854,-566.406,-546.875,520.508,43.945,0.000
1732551762.858,-504.883,-402.344,542.969,-268.555,0.000
1732551762.862,-472.168,-717.773,951.172,-986.816,0.000
1732551762.866,-329.102,-908.203,763.184,-950.684,0.000
1732551762.870,-373.047,-655.273,542.969,815.918,0.000
1732551762.873,-436.523,-402.832,542.969,392.090,0.000
1732551762.877,-337.891,-588.379,557.129,851.562,0.000
1732551762.881,-377.441,-895.508,758.789,-979.004,0.000
1732551762.885,-518.555,-736.328,789.062,-947.266,0.000
1732551762.889,-604.004,-397.949,798.340,-102.051,0.000
1732551762.893,-557.617,-472.168,919.434,55.176,0.000
1732551762.897,-429.688,-803.223,640.137,-874.023,0.000
1732551762.901,-496.582,-793.457,531.250,-935.059,0.000
1732551762.905,-751.465,-529.297,827.637,-299.316,0.000
1732551762.909,-697.754,-499.512,896.484,-367.676,0.000
1732551762.912,-423.828,-793.457,696.289,-958.496,0.000
1732551762.916,-430.176,-890.137,497.559,-872.559,0.000
1732551762.920,-554.199,-590.332,312.012,-121.094,0.000
1732551762.924,-561.523,-411.133,246.582,-935.547,0.000
1732551762.928,-479.492,-695.801,483.398,575.684,0.000
1732551762.932,-434.082,-944.824,609.375,-779.785,0.000
1732551762.936,-572.266,-730.469,667.969,178.711,0.000
1732551762.940,-626.953,-463.867,883.301,-1000.000,0.000
1732551762.944,-483.887,-636.230,886.230,-218.750,0.000
1732551762.948,-412.109,-954.590,815.918,-786.621,0.000
1732551762.952,-583.496,-867.188,886.230,225.098,0.000
1732551762.955,-528.809,-541.992,537.109,-1000.000,0.000
1732551762.959,-372.070,-581.055,534.668,-347.168,0.000
1732551762.963,-336.426,-936.523,851.562,-841.797,0.000
1732551762.967,-330.078,-933.105,522.461,511.230,0.000
1732551762.971,-492.188,-622.559,582.031,-1000.000,0.000
1732551762.975,-486.328,-538.574,816.406,-931.641,0.000
1732551762.979,-351.074,-838.379,725.586,668.945,0.000
1732551762.983,-428.223,-998.535,808.594,895.020,0.000
1732551762.987,-557.129,-725.586,752.441,-621.582,0.000
1732551762.991,-466.309,-479.980,448.242,-1000.000,0.000
1732551762.995,-502.930,-737.305,737.793,-115.234,0.000
1732551762.998,-502.930,-1000.000,844.727,-849.121,0.000
1732551763.002,-395.996,-766.602,298.340,-43.457,0.000
1732551763.006,-426.758,-464.355,167.480,-1000.000,0.000
1732551763.010,-330.566,-585.938,429.199,-228.027,0.000
1732551763.014,-242.676,-873.535,429.688,-827.637,0.000
1732551763.018,-382.324,-768.555,491.211,245.117,0.000
1732551763.022,-441.895,-417.969,691.406,-1000.000,0.000
1732551763.026,-284.668,-369.629,655.762,-559.082,0.000
1732551763.030,-226.074,-683.594,862.305,-948.730,0.000
1732551763.034,-273.926,-721.191,957.520,627.441,0.000
1732551763.037,-361.816,-387.207,942.871,-993.652,0.000
1732551763.041,-283.203,-225.098,861.328,-942.383,0.000
1732551763.045,-61.523,-471.680,678.711,514.648,0.000
1732551763.049,-41.504,-626.953,655.273,-811.523,0.000
1732551763.053,-197.266,-357.910,592.285,-93.750,0.000
1732551763.057,-185.547,-92.773,533.691,-1000.000,0.000
1732551763.061,-140.137,-310.059,724.121,7.324,0.000
1732551763.065,-147.949,-604.492,851.074,-730.469,0.000
1732551763.069,-90.332,-375.488,380.371,130.371,0.000
1732551763.073,-142.578,-95.215,546.387,-1000.000,0.000
1732551763.077,-130.371,-229.980,982.422,104.492,0.000
1732551763.080,-13.184,-491.211,949.219,-850.586,0.000
1732551763.084,-157.227,-460.938,983.887,663.574,0.000
1732551763.088,-208.984,-136.230,830.078,-963.379,0.000
1732551763.092,69.824,-57.617,683.594,-293.457,0.000
1732551763.096,172.363,-396.484,895.996,-958.008,0.000
1732551763.100,164.551,-493.652,793.945,-869.629,0.000
1732551763.104,52.734,-200.684,738.281,-154.785,0.000
1732551763.108,34.668,-57.617,903.320,-598.145,0.000
1732551763.112,172.363,-342.773,942.871,900.879,0.000
1732551763.116,198.242,-567.383,847.168,-839.355,0.000
1732551763.119,18.555,-356.445,698.730,186.523,0.000
1732551763.123,-129.395,-134.277,844.238,-1000.000,0.000
1732551763.127,-112.793,-363.281,948.730,-125.000,0.000
1732551763.131,-199.219,-716.797,874.023,-774.414,0.000
1732551763.135,-347.656,-592.285,623.047,214.844,0.000
1732551763.139,-417.480,-269.531,311.523,-1000.000,0.000
1732551763.143,-416.504,-340.332,91.797,-772.949,0.000
1732551763.147,-450.195,-685.059,7.324,504.883,0.000
1732551763.151,-729.004,-698.242,119.141,-423.340,0.000
1732551763.155,-969.238,-389.160,185.547,-1000.000,0.000
1732551763.159,-934.570,-304.688,-60.059,-920.898,0.000
1732551763.162,-937.012,-613.770,-271.973,-1000.000,0.000
1732551763.166,-990.723,-739.258,-306.641,-1000.000,0.000
1732551763.170,-1000.000,-461.426,-168.457,-1000.000,0.000
1732551763.174,-998.047,-279.785,300.293,-1000.000,0.000
1732551763.178,-1000.000,-509.766,332.520,-1000.000,0.000
1732551763.182,-1000.000,-682.129,-453.613,-1000.000,0.000
1732551763.186,-1000.000,-462.402,-752.441,-1000.000,0.000
1732551763.190,-1000.000,-189.941,-904.297,-1000.000,0.000
1732551763.194,-1000.000,-316.895,-901.367,-1000.000,0.000
1732551763.198,-1000.000,-597.168,-645.508,-1000.000,0.000
1732551763.201,-1000.000,-460.938,-833.496,-1000.000,0.000
1732551763.205,-1000.000,-133.789,-1000.000,-1000.000,0.000
1732551763.209,-1000.000,-127.930,-929.199,-1000.000,0.000
1732551763.213,-1000.000,-388.184,-866.699,-1000.000,0.000
1732551763.217,-1000.000,-367.188,-939.941,-1000.000,0.000
1732551763.221,-1000.000,-70.312,-424.316,-1000.000,0.000
1732551763.225,-1000.000,76.660,-454.590,-1000.000,0.000
1732551763.229,-1000.000,-115.723,-1000.000,-1000.000,0.000
1732551763.233,-1000.000,-225.586,-981.934,-1000.000,0.000
1732551763.237,-1000.000,50.781,-993.164,-1000.000,0.000
1732551763.241,-1000.000,270.508,-972.168,-1000.000,0.000
1732551763.244,-1000.000,74.219,-962.402,-1000.000,0.000
1732551763.248,-1000.000,-127.441,-1000.000,-1000.000,0.000
1732551763.252,-1000.000,66.406,-1000.000,-1000.000,0.000
1732551763.256,-1000.000,354.980,-989.746,-1000.000,0.000
1732551763.260,-1000.000,277.832,-1000.000,-1000.000,0.000
1732551763.264,-1000.000,-14.160,-886.230,-1000.000,0.000
1732551763.268,-1000.000,71.289,-831.055,-1000.000,0.000
1732551763.272,-1000.000,415.039,-1000.000,-1000.000,0.000
1732551763.276,-1000.000,455.078,-1000.000,-1000.000,0.000
1732551763.280,-1000.000,186.035,-995.605,-1000.000,0.000
1732551763.283,-1000.000,162.598,-1000.000,-1000.000,0.000
1732551763.287,-1000.000,460.938,-1000.000,-1000.000,0.000
1732551763.291,-1000.000,620.605,-1000.000,-1000.000,0.000
1732551763.295,-1000.000,388.672,-1000.000,-1000.000,0.000
1732551763.299,-1000.000,232.422,-997.070,-1000.000,0.000
1732551763.303,-1000.000,472.656,-1000.000,-1000.000,0.000
1732551763.307,-1000.000,696.289,-996.582,-1000.000,0.000
1732551763.311,-1000.000,504.395,-960.938,-1000.000,0.000
1732551763.315,-1000.000,260.742,-990.234,-1000.000,0.000
1732551763.319,-1000.000,410.645,-1000.000,-1000.000,0.000
1732551763.323,-1000.000,682.129,-996.582,-1000.000,0.000
1732551763.326,-1000.000,614.258,-1000.000,-1000.000,0.000
1732551763.330,-1000.000,314.453,-998.535,-1000.000,0.000
1732551763.334,-1000.000,345.215,-981.445,-1000.000,0.000
1732551763.338,-1000.000,663.574,-996.094,-1000.000,0.000
1732551763.342,-1000.000,729.492,-1000.000,-1000.000,0.000
1732551763.346,-1000.000,445.312,-999.023,-1000.000,0.000
1732551763.350,-1000.000,360.352,-1000.000,-1000.000,0.000
1732551763.354,-1000.000,619.141,-996.094,-1000.000,0.000
1732551763.358,-1000.000,772.461,-997.559,-1000.000,0.000
1732551763.362,-1000.000,530.762,-1000.000,-1000.000,0.000
1732551763.365,-1000.000,336.914,-1000.000,-1000.000,0.000
1732551763.369,-1000.000,544.434,-987.305,-1000.000,0.000
1732551763.373,-1000.000,776.855,-1000.000,-1000.000,0.000
1732551763.377,-1000.000,565.430,-821.289,-1000.000,0.000
1732551763.381,-1000.000,279.297,-763.672,-1000.000,0.000
1732551763.385,-1000.000,437.012,-1000.000,-1000.000,0.000
1732551763.389,-1000.000,698.730,-999.512,-1000.000,0.000
1732551763.393,-1000.000,625.488,-995.605,-1000.000,0.000
1732551763.397,-1000.000,313.965,-999.023,-1000.000,0.000
1732551763.401,-1000.000,306.641,-987.793,-1000.000,0.000
1732551763.405,-1000.000,559.082,-991.211,-1000.000,0.000
1732551763.408,-1000.000,605.957,-988.770,-1000.000,0.000
1732551763.412,-1000.000,329.590,-847.656,-1000.000,0.000
1732551763.416,-1000.000,208.008,-927.734,-1000.000,0.000
1732551763.420,-1000.000,438.965,-1000.000,-1000.000,0.000
1732551763.424,-1000.000,572.754,-585.449,-1000.000,0.000
1732551763.428,-1000.000,334.961,-612.305,-1000.000,0.000
1732551763.432,-1000.000,109.863,-968.750,-1000.000,0.000
1732551763.436,-1000.000,272.949,-986.816,-1000.000,0.000
1732551763.440,-1000.000,494.629,-1000.000,-1000.000,0.000
1732551763.444,-1000.000,304.199,-791.016,-1000.000,0.000
1732551763.448,-1000.000,-29.785,-658.691,-1000.000,0.000
1732551763.451,-1000.000,21.973,-804.199,-1000.000,0.000
1732551763.455,-1000.000,266.113,-897.461,-1000.000,0.000
1732551763.459,-1000.000,220.215,-966.797,-1000.000,0.000
1732551763.463,-1000.000,-104.004,-1000.000,-1000.000,0.000
1732551763.467,-1000.000,-197.754,-610.840,-1000.000,0.000
1732551763.471,-1000.000,44.922,-433.105,-1000.000,0.000
1732551763.475,-1000.000,174.805,-1000.000,-1000.000,0.000
1732551763.479,-1000.000,-110.352,-1000.000,-1000.000,0.000
1732551763.483,-1000.000,-284.668,-981.445,-1000.000,0.000
1732551763.487,-1000.000,-77.637,-982.422,-1000.000,0.000
1732551763.490,-1000.000,110.840,-964.844,-1000.000,0.000
1732551763.494,-1000.000,-93.262,-985.352,-1000.000,0.000
1732551763.498,-1000.000,-361.328,-933.105,-1000.000,0.000
1732551763.502,-1000.000,-215.820,-912.598,-1000.000,0.000
1732551763.506,-1000.000,57.617,-1000.000,-1000.000,0.000
1732551763.510,-1000.000,-62.500,-913.574,-1000.000,0.000
1732551763.514,-1000.000,-387.207,-585.938,-1000.000,0.000
1732551763.518,-1000.000,-307.617,-878.418,-1000.000,0.000
1732551763.522,-1000.000,-17.090,-1000.000,-1000.000,0.000
1732551763.526,-1000.000,-33.203,-976.562,-1000.000,0.000
1732551763.530,-1000.000,-345.215,-971.680,-1000.000,0.000
1732551763.533,-1000.000,-440.918,-791.016,-1000.000,0.000
1732551763.537,-1000.000,-183.105,-848.145,-1000.000,0.000
1732551763.541,-1000.000,-51.270,-1000.000,-1000.000,0.000
1732551763.545,-1000.000,-334.473,-893.066,-1000.000,0.000
1732551763.549,-1000.000,-541.016,-729.004,-1000.000,0.000
1732551763.553,-1000.000,-328.125,-1000.000,-1000.000,0.000
1732551763.557,-1000.000,-151.367,-649.414,-1000.000,0.000
1732551763.561,-1000.000,-375.977,-346.680,-1000.000,0.000
1732551763.565,-1000.000,-618.164,-958.008,-1000.000,0.000
1732551763.569,-1000.000,-489.746,-1000.000,-1000.000,0.000
1732551763.572,-1000.000,-242.676,-983.398,-1000.000,0.000
1732551763.576,-1000.000,-350.586,-999.023,-1000.000,0.000
1732551763.580,-1000.000,-683.594,-854.004,-1000.000,0.000
1732551763.584,-1000.000,-660.645,-930.176,-1000.000,0.000
1732551763.588,-1000.000,-386.719,-1000.000,-1000.000,0.000
1732551763.592,-1000.000,-391.113,-976.074,-1000.000,0.000
1732551763.596,-1000.000,-725.098,-975.586,-1000.000,0.000
1732551763.600,-1000.000,-846.680,-968.262,-1000.000,0.000
1732551763.604,-1000.000,-618.652,-764.160,-1000.000,0.000
1732551763.608,-1000.000,-463.867,-871.094,-1000.000,0.000
1732551763.612,-1000.000,-701.172,-1000.000,-1000.000,0.000
1732551763.615,-1000.000,-903.320,-972.168,-1000.000,0.000
1732551763.619,-1000.000,-685.547,-1000.000,-1000.000,0.000
1732551763.623,-1000.000,-460.449,-906.738,-1000.000,0.000
1732551763.627,-1000.000,-625.000,-735.352,-1000.000,0.000
1732551763.631,-1000.000,-884.766,-711.426,-1000.000,0.000
1732551763.635,-1000.000,-764.648,-774.414,-1000.000,0.000
1732551763.639,-1000.000,-493.164,-621.582,-1000.000,0.000
1732551763.643,-1000.000,-540.039,-460.449,-1000.000,0.000
1732551763.647,-1000.000,-863.281,-90.820,-1000.000,0.000
1732551763.651,-1000.000,-864.258,-27.344,-1000.000,0.000
1732551763.654,-1000.000,-532.227,-775.879,-1000.000,0.000
1732551763.658,-1000.000,-470.215,-988.770,-1000.000,0.000
1732551763.662,-1000.000,-776.855,-909.668,-1000.000,0.000
1732551763.666,-1000.000,-895.020,-928.711,-1000.000,0.000
1732551763.670,-1000.000,-642.578,-903.320,-1000.000,0.000
1732551763.674,-1000.000,-466.309,-898.926,-1000.000,0.000
1732551763.678,-1000.000,-687.988,-838.867,-1000.000,0.000
1732551763.682,-1000.000,-903.320,-663.574,-1000.000,0.000
1732551763.686,-1000.000,-717.773,-505.371,-1000.000,0.000
1732551763.690,-1000.000,-469.238,-593.262,-1000.000,0.000
1732551763.694,-1000.000,-618.652,-89.355,-999.512,0.000
1732551763.697,-1000.000,-877.930,-84.473,-1000.000,0.000
1732551763.701,-1000.000,-755.371,-666.504,-1000.000,0.000
1732551763.705,-1000.000,-473.633,-734.375,-1000.000,0.000
1732551763.709,-1000.000,-498.047,-648.438,-1000.000,0.000
1732551763.713,-1000.000,-815.918,-214.844,-1000.000,0.000
1732551763.717,-1000.000,-854.492,61.523,-1000.000,0.000
1732551763.721,-1000.000,-566.406,-144.043,-1000.000,0.000
1732551763.725,-1000.000,-473.633,-236.328,-1000.000,0.000
1732551763.729,-1000.000,-778.809,-44.434,-992.188,0.000
1732551763.733,-1000.000,-963.867,104.004,-1000.000,0.000
1732551763.736,-1000.000,-775.879,461.914,-921.875,0.000
1732551763.740,-1000.000,-613.770,536.133,-862.305,0.000
1732551763.744,-1000.000,-797.363,1.953,-1000.000,0.000
1732551763.748,-1000.000,-1000.000,-5.859,-1000.000,0.000
1732551763.752,-1000.000,-922.852,-69.824,-995.117,0.000
1732551763.756,-1000.000,-720.215,73.242,-1000.000,0.000
1732551763.760,-1000.000,-833.496,127.441,-998.047,0.000
1732551763.764,-1000.000,-1000.000,-104.980,-1000.000,0.000
1732551763.768,-1000.000,-999.023,-96.191,-1000.000,0.000
1732551763.772,-1000.000,-833.008,-123.047,-934.570,0.000
1732551763.776,-1000.000,-833.984,-17.578,-1000.000,0.000
1732551763.779,-1000.000,-999.512,183.105,-74.219,0.000
1732551763.783,-1000.000,-1000.000,443.848,370.117,0.000
1732551763.787,-998.535,-930.664,450.195,-950.684,0.000
1732551763.791,-1000.000,-861.816,186.035,-1000.000,0.000
1732551763.795,-987.305,-973.633,114.258,-69.824,0.000
1732551763.799,-959.961,-1000.000,-64.453,664.551,0.000
1732551763.803,-987.793,-976.562,56.152,-792.969,0.000
1732551763.807,-1000.000,-904.297,339.355,-1000.000,0.000
1732551763.811,-979.980,-950.684,113.770,-205.566,0.000
1732551763.815,-909.668,-1000.000,1.465,-862.305,0.000
1732551763.818,-943.359,-1000.000,-166.992,109.863,0.000
1732551763.822,-1000.000,-934.082,-255.371,-1000.000,0.000
1732551763.826,-1000.000,-942.871,285.156,-513.672,0.000
1732551763.830,-988.281,-1000.000,613.770,-927.734,0.000
1732551763.834,-985.352,-1000.000,291.992,245.605,0.000
1732551763.838,-1000.000,-970.215,122.559,-1000.000,0.000
1732551763.842,-1000.000,-958.008,-151.367,-1000.000,0.000
1732551763.846,-1000.000,-1000.000,-271.973,372.559,0.000
1732551763.850,-1000.000,-1000.000,94.238,523.926,0.000
1732551763.854,-1000.000,-986.816,26.855,-975.098,0.000
1732551763.858,-1000.000,-970.215,-407.715,-1000.000,0.000
1732551763.861,-1000.000,-998.047,-398.926,-54.199,0.000
1732551763.865,-1000.000,-1000.000,-406.250,588.379,0.000
1732551763.869,-1000.000,-1000.000,-252.930,-841.309,0.000
1732551763.873,-1000.000,-982.910,54.199,-1000.000,0.000
1732551763.877,-1000.000,-986.816,-9.277,-606.445,0.000
1732551763.881,-1000.000,-1000.000,-100.098,576.660,0.000
1732551763.885,-1000.000,-1000.000,-237.793,-445.312,0.000
1732551763.889,-1000.000,-951.660,-571.777,-1000.000,0.000
1732551763.893,-1000.000,-944.336,-233.398,-1000.000,0.000
1732551763.897,-1000.000,-1000.000,366.211,298.828,0.000
1732551763.901,-1000.000,-1000.000,-132.324,318.359,0.000
1732551763.904,-1000.000,-950.195,-514.648,-1000.000,0.000
1732551763.908,-1000.000,-926.270,-318.848,-1000.000,0.000
1732551763.912,-1000.000,-999.023,-261.719,105.469,0.000
1732551763.916,-1000.000,-1000.000,78.125,639.160,0.000
1732551763.920,-998.047,-977.539,298.340,-887.695,0.000
1732551763.924,-1000.000,-915.527,-5.859,-1000.000,0.000
1732551763.928,-984.863,-969.727,-143.066,-213.867,0.000
1732551763.932,-936.523,-1000.000,-351.074,-849.121,0.000
1732551763.936,-970.215,-986.816,-603.516,105.469,0.000
1732551763.940,-1000.000,-925.781,184.570,-1000.000,0.000
1732551763.943,-961.914,-959.473,464.844,-242.188,0.000
1732551763.947,-913.574,-1000.000,-233.398,-820.312,0.000
1732551763.951,-984.375,-1000.000,-15.137,243.164,0.000
1732551763.955,-1000.000,-920.410,-133.301,-1000.000,0.000
1732551763.959,-997.070,-899.414,-395.020,-652.832,0.000
1732551763.963,-1000.000,-1000.000,83.496,929.199,0.000
1732551763.967,-1000.000,-1000.000,245.605,481.445,0.000
1732551763.971,-999.512,-951.172,29.297,-943.848,0.000
1732551763.975,-1000.000,-912.598,24.414,-1000.000,0.000
1732551763.979,-987.793,-991.699,-186.523,162.109,0.000
1732551763.983,-980.957,-1000.000,-256.836,-923.340,0.000
1732551763.986,-999.023,-973.145,-109.863,-359.375,0.000
1732551763.990,-1000.000,-889.648,-472.656,-1000.000,0.000
1732551763.995,-979.004,-951.172,-403.809,-215.820,0.000
1732551763.998,-953.613,-1000.000,-187.500,-832.520,0.000
1732551764.002,-990.234,-988.281,-432.129,230.957,0.000
1732551764.006,-1000.000,-908.203,-104.980,-1000.000,0.000
1732551764.010,-991.211,-944.824,492.188,-326.172,0.000
1732551764.014,-950.195,-1000.000,212.402,-830.566,0.000
1732551764.018,-976.562,-1000.000,-107.422,324.219,0.000
1732551764.022,-1000.000,-934.570,-505.859,-1000.000,0.000
1732551764.026,-997.070,-914.551,-569.824,-750.488,0.000
1732551764.030,-995.605,-1000.000,-39.551,841.797,0.000
1732551764.034,-975.098,-1000.000,-167.480,861.328,0.000
1732551764.037,-984.863,-968.750,-560.059,-687.012,0.000
1732551764.042,-1000.000,-936.035,-421.875,-1000.000,0.000
1732551764.046,-957.031,-994.629,-268.555,141.113,0.000
1732551764.050,-939.941,-1000.000,-357.422,-788.086,0.000
1732551764.053,-998.535,-1000.000,195.312,36.621,0.000
1732551764.057,-1000.000,-972.656,414.551,-1000.000,0.000
1732551764.061,-970.215,-978.027,-133.789,-244.629,0.000
1732551764.065,-941.406,-1000.000,32.715,-807.129,0.000
1732551764.069,-981.934,-1000.000,-21.973,231.445,0.000
1732551764.073,-1000.000,-954.590,94.727,-1000.000,0.000
1732551764.077,-980.957,-957.031,324.219,-254.395,0.000
1732551764.081,-863.281,-1000.000,-97.168,-876.465,0.000
1732551764.085,-894.531,-1000.000,-370.605,841.309,0.000
