outer_fold,n_outer_train_trials,n_outer_test_trials,n_outer_train_sessions,n_outer_test_sessions,best_lstm_units,best_dense_units,best_dropout,best_learning_rate,best_batch_size,final_epochs,outer_train_max_len,test_mse,test_rmse,test_mae,test_r2
1,636,204,13,3,128,32,0.3,0.01,64,30,30,4.464521408081055,2.112941411417045,1.5917030572891235,0.322983980178833
