analysis,true_n,true_mean,true_median,true_std,true_min,true_max,pred_n,pred_mean,pred_median,pred_std,pred_min,pred_max,mean_signed_error,median_signed_error,mae,rmse,max_abs_error,pearson_corr,ks_statistic,ks_p_value,ks_x,ks_signed_gap_true_minus_pred,ks_abs_gap,ecdf_true_at_ks_x,ecdf_pred_at_ks_x
trial_level,830,5.545532176724399,5.041943788528442,2.638421544972366,1.8894180059432983,16.089902877807617,830,5.394895143932607,4.865367412567139,2.425063379325779,0.3609197437763214,16.16653823852539,-0.15063703279179264,-0.006745100021362305,1.257038633399699,1.7269026872936142,11.300111979246138,0.7720072802500342,0.03614457831325301,0.650535890070043,4.927017688751221,-0.03614457831325307,0.03614457831325307,0.4759036144578313,0.5120481927710844
